address,lic_id,correct_labels
"324 S Falkenburg Rd, Tampa, FL 33619, USA",40227,0
"10342 Roosevelt Blvd N, St. Petersburg, FL 33716, USA",40057,0
"611 4th St N, Jacksonville Beach, FL 32250, USA",41027,0
"505b Northlake Blvd, North Palm Beach, FL 33408, USA",41143,0
"34940 Emerald Coast Pkwy, Fort Walton Beach, FL 32548, USA",41109,0
"8595 Beach Blvd #306, Jacksonville, FL 32216, USA",41032,0
"5454 N University Dr, Lauderhill, FL 33319, USA",41350,0
"4454 Weston Rd, Davie, FL 33331, USA",39394,0
"2223 N Westshore Blvd, Tampa, FL 33607, USA",36567,0
"0 Duval St, Key West, FL 33040, USA",41063,0
"2647 N Andrews Ave, Wilton Manors, FL 33311, USA",34179,0
"945 SW Main Blvd, Lake City, FL 32025, USA",40803,0
"4076 FL-44, Wildwood, FL 34785, USA",40897,0
"7341 W Sand Lake Rd #1017, Sand Lake, FL 32819, USA",40906,0
"17035 S Dixie Hwy, Miami, FL 33157, USA",41057,0
"700 Court St, Clearwater, FL 33756, USA",40471,0
"1135 Pasadena Ave S, South Pasadena, FL 33707, USA",30325,0
"3800 S Tamiami Trail, Sarasota, FL 34239, USA",34992,0
"4301 N Wickham Rd, Melbourne, FL 32935, USA",35585,0
"10f St Johns Medical Park Dr, St. Augustine, FL 32086, USA",40755,0
"3401 N Miami Ave, Miami, FL 33127, USA",37780,0
"13301 US-19, Hudson, FL 34667, USA",40844,0
"605 United St, Key West, FL 33040, USA",40483,0
"5540 Gall Blvd, Zephyrhills, FL 33542, USA",40735,0
"1204 Simonton St, Key West, FL 33040, USA",39323,0
"400 Hibiscus Ave, Palm Beach, FL 33480, USA",41053,0
"777 E Atlantic Ave #102, Delray Beach, FL 33483, USA",41354,0
"1948 NE 123rd St, North Miami, FL 33181, USA",41180,0
"607 1st Ave SW, Largo, FL 33770, USA",37762,0
"10451 US-441, Belleview, FL 34420, USA",39057,0
"7440 Wiles Rd, Coral Springs, FL 33067, USA",30699,0
"651 W Indiantown Rd STE F, Jupiter, FL 33458, USA",41526,0
"880 SW Martin Downs Blvd, Palm City, FL 34990, USA",40719,0
"2820 Gibson Rd Suite A, Jacksonville, FL 32207, USA",41451,0
"20 Hypolita St, St. Augustine, FL 32084, USA",28437,0
"1301 Alton Rd, Miami Beach, FL 33139, USA",29443,0
"17751 Murdock Cir, Port Charlotte, FL 33948, USA",40618,0
"1486 Belleair Rd, Clearwater, FL 33756, USA",40700,0
"7318 Lake Worth Rd, Lake Worth, FL 33467, USA",40714,0
"1257 Airport-Pulling Rd, Naples, FL 34104, USA",40678,0
"6315 N Federal Hwy, Boca Raton, FL 33487, USA",40758,0
"6246 Massachusetts Ave, New Port Richey, FL 34653, USA",40625,0
"8512 Cooper Creek Blvd, University Park, FL 34201, USA",41192,0
"133 W Marion Ave, Punta Gorda, FL 33950, USA",40888,0
"943 NE 19th Ave, Fort Lauderdale, FL 33304, USA",32606,0
"13800 Jog Rd #104, Delray Beach, FL 33446, USA",39683,0
"2712 E Atlantic Blvd, Pompano Beach, FL 33062, USA",34123,0
"8794 W Boynton Beach Blvd #105, Boynton Beach, FL 33472, USA",40672,0
"830 Neapolitan Way, Naples, FL 34103, USA",39635,0
"258 SE 6th Ave #7, Delray Beach, FL 33483, USA",34859,0
"6201 Lynn Rd, Tampa, FL 33625, USA",35729,0
"1000 W Buena Vista Dr, Kissimmee, FL 34747, USA",30195,0
"4637 N University Dr, Coral Springs, FL 33067, USA",34785,0
"17260 Harbour Pointe Dr, Fort Myers, FL 33908, USA",19796,0
"652 Beal Pkwy NW, Fort Walton Beach, FL 32547, USA",31464,0
"2340 SE Ocean Blvd, Stuart, FL 34996, USA",37968,0
"1382 6th St NW, Winter Haven, FL 33881, USA",34801,0
"455 Grand Bay Dr, Key Biscayne, FL 33149, USA",9728,0
"1114 N University Dr, Hollywood, FL 33024, USA",35229,0
"612 NE 2nd St, Fort Lauderdale, FL 33301, USA",36502,0
"4809 S Military Trail, Greenacres, FL 33463, USA",35191,0
"3511 S Conway Rd, Orlando, FL 32812, USA",32373,0
"232 SW 8th St, Miami, FL 33130, USA",34523,0
"980 NE 126th St, North Miami, FL 33161, USA",38598,0
"700 N Tamiami Trail, Nokomis, FL 34275, USA",35782,0
"3000 Florida Ave, Miami, FL 33133, USA",41527,0
"54 Vining Ct, Ormond Beach, FL 32176, USA",32596,0
"2841 S Nova Rd, Daytona Beach, FL 32119, USA",32482,0
"2176 Nursery Rd, Clearwater, FL 33764, USA",34348,0
"1858 3rd St S, Jacksonville Beach, FL 32250, USA",39590,0
"1187 Florida Mall Ave #120, Orlando, FL 32809, USA",39920,0
"1701 N Ocean Shore Blvd, Flagler Beach, FL 32136, USA",29479,0
"10500 Ulmerton Rd, Largo, FL 33771, USA",38972,0
"6901 22nd Ave N, St. Petersburg, FL 33710, USA",40260,0
"1426 S Atlantic Ave, Daytona Beach, FL 32118, USA",35921,0
"2582 S Atlantic Ave, Daytona Beach Shores, FL 32118, USA",33327,0
"2406 NW 87th Ave, Doral, FL 33172, USA",41381,0
"1499 Yamato Rd, Boca Raton, FL 33431, USA",17881,0
"4545 W Kennedy Blvd, Tampa, FL 33609, USA",40975,0
"6255 Lake Osprey Dr, Sarasota, FL 34240, USA",30173,0
"5000 US-17, Fleming Island, FL 32003, USA",31636,0
"215 E 7th Ave, Tallahassee, FL 32303, USA",30694,0
"1796 Thomasville Rd, Tallahassee, FL 32303, USA",32688,0
"30004 County Line Rd, Wesley Chapel, FL 33543, USA",39185,0
"9460 W Linebaugh Ave, Westchase, FL 33626, USA",36830,0
"400 Mandalay Ave, Clearwater, FL 33767, USA",35993,0
"1068 4th St N, St. Petersburg, FL 33701, USA",34667,0
"917 Beville Rd Suite B, South Daytona, FL 32119, USA",40914,0
"203 S Moody Ave, Tampa, FL 33609, USA",40215,0
"1422 66th St N, St. Petersburg, FL 33710, USA",39832,0
"975 Gateway Blvd, Boynton Beach, FL 33426, USA",35043,0
"7119 W Broward Blvd, Plantation, FL 33317, USA",34106,0
"800 Pinebrook Rd, Venice, FL 34285, USA",35916,0
"323 Westshore Plaza, Tampa, FL 33609, USA",35017,0
"575 75th Ave, St Pete Beach, FL 33706, USA",32994,0
"2511 S Dixie Hwy, West Palm Beach, FL 33401, USA",36534,0
"139 N Federal Hwy, Pompano Beach, FL 33062, USA",38168,0
"711 N Flagler Dr, West Palm Beach, FL 33401, USA",17140,0
"185 Waymont Ct, Lake Mary, FL 32746, USA",40761,0
"2095 Pine Ridge Rd, Naples, FL 34109, USA",39501,0
"4935 Southfork Dr, Lakeland, FL 33813, USA",40732,0
"32815 US Hwy 19 N, Palm Harbor, FL 34684, USA",41473,0
"7858 Turkey Lake Rd, Orlando, FL 32819, USA",41467,0
"469 Atlantic Blvd, Atlantic Beach, FL 32233, USA",38633,0
"8608 Griffin Rd, Cooper City, FL 33328, USA",33086,0
"108, 1218 Winter Garden Vineland Rd, Winter Garden, FL 34787, USA",34478,0
"1210 16th St N, St. Petersburg, FL 33705, USA",41425,0
"11 S Boulevard of the Presidents, Sarasota, FL 34236, USA",18881,0
"2070 Meadowlane Ave, Melbourne, FL 32904, USA",35786,0
"628 N Indiana Ave, Englewood, FL 34223, USA",34502,0
"1841 W Fairbanks Ave, Winter Park, FL 32789, USA",41372,0
"108 4th Ave S, Safety Harbor, FL 34695, USA",41136,0
"670 North Orlando Avenue, Maitland, FL 32751, USA",35234,0
"3460 Mariner Blvd, Spring Hill, FL 34609, USA",40339,0
"4104 W Linebaugh Ave, Tampa, FL 33624, USA",39828,0
"11611 City Hall Promenade, Miramar, FL 33025, USA",37909,0
"348 Miracle Strip Pkwy SW, Mary Esther, FL 32569, USA",41474,0
"4956 Le Chalet Blvd, Boynton Beach, FL 33436, USA",40972,0
"5454 Central Florida Pkwy, Orlando, FL 32821, USA",40882,0
"317 9th Ave N, Jacksonville Beach, FL 32250, USA",34886,0
"2364 Tamiami Trail E, Naples, FL 34112, USA",34109,0
"1604 SE 3rd Ct, Deerfield Beach, FL 33441, USA",32805,0
"817 Simonton St, Key West, FL 33040, USA",37707,0
"23 Broadway, Kissimmee, FL 34741, USA",41528,0
"2910 Kerry Forest Pkwy, Tallahassee, FL 32309, USA",35259,0
"4970 N University Dr, Lauderhill, FL 33351, USA",41106,0
"6230 W Indiantown Rd, Jupiter, FL 33458, USA",31956,0
"1980 9th St N, Naples, FL 34102, USA",40008,0
"120 Federal Hwy, Pompano Beach, FL 33062, USA",27469,0
"1299 S Beneva Rd, Sarasota, FL 34232, USA",40266,0
"1316 NW Federal Hwy, Stuart, FL 34994, USA",39534,0
"1685 Powell St, Longwood, FL 32750, USA",41185,0
"2516 McMullen Booth Rd, Clearwater, FL 33761, USA",38205,0
"661 W Lumsden Rd, Brandon, FL 33511, USA",41407,0
"6932 22nd Ave N, St. Petersburg, FL 33710, USA",40681,0
"3447 Pine Ridge Rd #102, Naples, FL 34109, USA",40467,0
"7722 W Sand Lake Rd, Orlando, FL 32819, USA",40488,0
"16701 Collins Ave, Sunny Isles Beach, FL 33160, USA",30598,0
"937 Edgewood Ave S, Jacksonville, FL 32205, USA",40499,0
"185 US-27, Clermont, FL 34711, USA",40574,0
"140 University Town Center Dr, Sarasota, FL 34243, USA",40662,0
"709 E Palmetto Park Rd, Boca Raton, FL 33432, USA",36750,0
"2549 1st Ave S, St. Petersburg, FL 33712, USA",40434,0
"710 W Princeton St, Orlando, FL 32804, USA",41320,0
"1406 S Narcoossee Rd, St Cloud, FL 34771, USA",38639,0
"3910 S Washington Ave #109, Titusville, FL 32780, USA",19928,0
"500 NE Spanish River Blvd #35, Boca Raton, FL 33431, USA",33770,0
"2294 Mayport Rd, Atlantic Beach, FL 32233, USA",35058,0
"14838 S Military Trail, Delray Beach, FL 33445, USA",18241,0
"21301 Powerline Rd #215, Boca Raton, FL 33433, USA",1436,0
"11103 N 56th St, Temple Terrace, FL 33617, USA",27309,0
"301 Albee Rd W, Nokomis, FL 34275, USA",31344,0
"5885 Whitfield Ave, Sarasota, FL 34243, USA",20659,0
"590 Edgewood Ave S, Jacksonville, FL 32205, USA",37834,0
"900 Fox Valley Dr, Longwood, FL 32779, USA",41463,0
"15829 Pines Blvd, Pembroke Pines, FL 33028, USA",33668,0
"6996 Piazza Grande Ave, Orlando, FL 32835, USA",32086,0
"4868 Davis Blvd, Naples, FL 34112, USA",40477,0
"19575 Biscayne Blvd #399, Aventura, FL 33180, USA",39498,0
"11951 International Dr, Orlando, FL 32821, USA",40586,0
"224 Southpark Cir E, St. Augustine, FL 32086, USA",12845,0
"5606 Woodbine Rd, Pace, FL 32571, USA",40347,0
"4902 W Waters Ave, Tampa, FL 33634, USA",41312,0
"3100 U.S. 1 Ste 4A South, St. Augustine, FL 32086, United States",38036,0
"24880 Burnt Pine Dr, Bonita Springs, FL 34134, USA",34554,0
"444 N Dillard St, Winter Garden, FL 34787, USA",41437,0
"537 Virginia Dr, Orlando, FL 32803, USA",34956,0
"100 McAbee Ct, Gulf Breeze, FL 32561, USA",41427,0
"8849 Tamiami Trail N, Naples, FL 34108, USA",41341,0
"7508 W Sand Lake Rd, Orlando, FL 32819, USA",17383,0
"4103 W Neptune St, Tampa, FL 33629, USA",9159,0
"815 George Bush Blvd, Delray Beach, FL 33483, USA",23935,0
"6905 S Dixie Hwy, West Palm Beach, FL 33405, USA",41259,0
"150 Pine Lake Drive B, Ponte Vedra Beach, FL 32081, USA",40682,0
"5887 Sunset Dr, South Miami, FL 33143, USA",31579,0
"2863 S University Dr, Davie, FL 33328, USA",41132,0
"2210 S Tamiami Trail, South Venice, FL 34239, USA",31099,0
"2108 W Kennedy Blvd, Tampa, FL 33606, USA",35051,0
"5109 Manatee Ave W, Bradenton, FL 34209, USA",41310,0
"139 Beal Pkwy SW Unit 102, Fort Walton Beach, FL 32548, USA",41229,0
"505 High St, Lake Wales, FL 33853, USA",40583,0
"276 S University Dr, Plantation, FL 33324, USA",40697,0
"459 Brandon Town Center Dr, Brandon, FL 33511, USA",37000,0
"17605 Lakewood National Parkway, Lakewood Ranch, FL 34211, USA",40686,0
"2140 W King St, Cocoa, FL 32926, USA",41078,0
"1013 Kane Concourse, Bay Harbor Islands, FL 33154, USA",40369,0
"5717 Derek Ave, Sarasota, FL 34233, USA",13711,0
"5540 SW 8th St, Coral Gables, FL 33134, USA",39053,0
"1011 Rockledge Dr, Rockledge, FL 32955, USA",41162,0
"10205 Wilsky Blvd, Tampa, FL 33625, USA",40084,0
"8836 Seminole Blvd, Seminole, FL 33772, USA",40128,0
"23520 FL-54, Lutz, FL 33559, USA",40125,0
"1533 W New Haven Ave, Melbourne, FL 32904, USA",40187,0
"7414 S Dixie Hwy, West Palm Beach, FL 33405, USA",40116,0
"131 Market St, Apalachicola, FL 32320, USA",41202,0
"2200 N Ocean Blvd, Fort Lauderdale, FL 33305, USA",40588,0
"11680 US-1 #60, North Palm Beach, FL 33408, USA",40797,0
"1894 S 14th St #4B, Fernandina Beach, FL 32034, USA",40913,0
"422 E Palmetto Park Rd, Boca Raton, FL 33432, USA",40786,0
"13632 W Hillsborough Ave, Tampa, FL 33635, USA",40490,0
"3822 S Dale Mabry Hwy, Tampa, FL 33611, USA",40406,0
"412 Mountain Dr, Destin, FL 32541, USA",40602,0
"20 W Wentworth St, Englewood, FL 34223, USA",33503,0
"1875 N Corporate Lakes Blvd #200, Weston, FL 33326, USA",40881,0
"3073 Commercial Way, Spring Hill, FL 34608, USA",40796,0
"175 S Nova Rd, Ormond Beach, FL 32174, USA",40475,0
"533 W Twincourt Trail #703, St. Augustine, FL 32095, USA",40865,0
"6800 Gulfport Blvd S, South Pasadena, FL 33707, USA",41061,0
"18351 Pines Blvd, Pembroke Pines, FL 33029, USA",31626,0
"29 Quincy Cir, Santa Rosa Beach, FL 32459, USA",40825,0
"1011 W Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",34211,0
"700 S Colorado Ave, Stuart, FL 34994, USA",40186,0
"103 W Oak Dr, Lakeland, FL 33803, USA",31481,0
"13569 Panama City Beach Pkwy, Panama City Beach, FL 32407, USA",40794,0
"9080 Golfside Dr, Jacksonville, FL 32256, USA",40811,0
"15000 Emerald Coast Pkwy, Destin, FL 32541, USA",41410,0
"3845 Seaside Dr, Key West, FL 33040, USA",41009,0
"4829 Coronado Pkwy, Cape Coral, FL 33904, USA",30383,0
"3733 Southside Blvd #4, Jacksonville, FL 32216, USA",40695,0
"2978 Old Dixie Hwy suite B, Kissimmee, FL 34744, USA",40035,0
"6630 Collins Ave, Miami Beach, FL 33141, USA",40016,0
"2000 E Oakland Park Blvd, Oakland Park, FL 33306, USA",39944,0
"200 Central Ave, Sarasota, FL 34236, USA",40325,0
"1144 Ocean Dr, Miami Beach, FL 33139, USA",39979,0
"4222 Creighton Rd, Pensacola, FL 32504, USA",23539,0
"431 E New York Ave, DeLand, FL 32724, USA",25861,0
"5820 S MacDill Ave, Tampa, FL 33611, USA",39961,0
"1408 N Killian Dr #208, Lake Park, FL 33403, USA",40066,0
"11941 S Apopka Vineland Rd, Orlando, FL 32836, USA",40458,0
"7200 International Dr, Orlando, FL 32819, USA",40276,0
"4947 Tamiami Trail N #206, Naples, FL 34103, USA",40007,0
"2049 Little Rd, Trinity, FL 34655, USA",40120,0
"3213 Manatee Ave W, Bradenton, FL 34205, USA",40241,0
"4270 Tamiami Trail E #8, Naples, FL 34112, USA",40258,0
"73 Eglin Pkwy NE #101, Fort Walton Beach, FL 32548, USA",40287,0
"17 Via De Luna Dr, Pensacola Beach, FL 32561, USA",40277,0
"102, 4678 Tamiami Trail, Punta Gorda, FL 33980, USA",40228,0
"3554 NE 12th Ave, Oakland Park, FL 33334, USA",40255,0
"240 S Jefferson St, Pensacola, FL 32502, USA",40526,0
"10209 Gibsonton Dr, Riverview, FL 33578, USA",30664,0
"697 N Semoran Blvd suit # E, Orlando, FL 32807, USA",40446,0
"563 Tamiami Trail #1, Port Charlotte, FL 33953, USA",40257,0
"30 N Summerlin Ave, Orlando, FL 32801, USA",39932,0
"95 E Eureka Ct, Hernando, FL 34442, USA",40886,0
"2301 Del Prado Blvd S #810, Cape Coral, FL 33990, USA",40386,0
"435 S Chickasaw Trail, Orlando, FL 32825, USA",40305,0
"740 S Colorado Ave, Stuart, FL 34994, USA",40237,0
"1949 County Rd 419, Oviedo, FL 32766, USA",40980,0
"6911 Municipal Dr, Orlando, FL 32819, USA",40568,0
"222 NE 79th St, Miami, FL 33138, USA",40567,0
"24160 FL-54 #3, Lutz, FL 33559, USA",40462,0
"957 SE Federal Hwy, Stuart, FL 34994, USA",40374,0
"1260 Beach Blvd, Jacksonville Beach, FL 32250, USA",40294,0
"540 E McNab Rd Suite D, Pompano Beach, FL 33060, USA",40348,0
"3440 Conway Blvd #1D, Port Charlotte, FL 33952, USA",40157,0
"1517 E Robinson St, Orlando, FL 32801, USA",40188,0
"4420 S Hwy 27 #6, Clermont, FL 34711, USA",40015,0
"10789 Biscayne Blvd, Miami, FL 33161, USA",39760,0
"728 SW Pine Island Rd, Cape Coral, FL 33991, USA",39766,0
"937 Fleming St, Key West, FL 33040, USA",39524,0
"5714 Clark Rd, Sarasota, FL 34233, USA",39853,0
"4706 Chiquita Blvd S, Cape Coral, FL 33914, USA",39802,0
"822 N Miramar Ave, Indialantic, FL 32903, USA",39825,0
"14700 Tamiami Trail N #24, Naples, FL 34110, USA",37016,0
"150 N Indiana Ave, Englewood, FL 34223, USA",37490,0
"6971 N Federal Hwy #404, Boca Raton, FL 33487, USA",39809,0
"4959 Coconut Creek Pkwy, Coconut Creek, FL 33063, USA",39840,0
"13873 Wellington Trace B7, Wellington, FL 33414, USA",39806,0
"620 N New Warrington Rd, Pensacola, FL 32506, USA",39949,0
"209 Nassau St S #102, Venice, FL 34285, USA",39870,0
"3801 N University Dr, Sunrise, FL 33351, USA",39831,0
"2500 S Ferdon Blvd #200, Crestview, FL 32536, USA",39919,0
"17604 Collins Ave, North Miami Beach, FL 33160, USA",39791,0
"18140 Collins Ave, Sunny Isles Beach, FL 33160, USA",39702,0
"1819 West Ave #5, Miami Beach, FL 33139, USA",39928,0
"13730 SW 84th St, Miami, FL 33186, USA",39945,0
"11670 U.S. Hwy 1 N, Palm Beach Gardens, FL 33408, USA",40426,0
"20400 Trailside Dr, Estero, FL 33928, USA",39929,0
"6236 Kingspointe Pkwy #7, Orlando, FL 32819, USA",40391,0
"2132 Michigan Ave, Kissimmee, FL 34744, USA",40099,0
"161 Minutemen Causeway, Cocoa Beach, FL 32931, USA",39902,0
"660 Florida Central Pkwy, Longwood, FL 32750, USA",39865,0
"7245 SW 57th Ct, South Miami, FL 33143, USA",39940,0
"14819 N Florida Ave, Tampa, FL 33613, USA",39910,0
"8149 State Rd 52, Hudson, FL 34667, USA",40240,0
"1018 Park St, Jacksonville, FL 32204, USA",40040,0
"2603 Ponce de Leon Blvd, Coral Gables, FL 33134, USA",40033,0
"11210 Hutchison Blvd, Panama City Beach, FL 32407, USA",40051,0
"2355 Vanderbilt Beach Rd, Naples, FL 34109, USA",40336,0
"1894 Drew St, Clearwater, FL 33765, USA",40430,0
"1928 Proctor Ave, Union Park, FL 32817, USA",39608,0
"1430 S Dixie Hwy #103, Coral Gables, FL 33146, USA",39389,0
"2088 Hawthorne St, Sarasota, FL 34239, USA",33829,0
"158 Eglin Pkwy NE, Fort Walton Beach, FL 32548, USA",39401,0
"6060 Collier Blvd #104, Naples, FL 34114, USA",29937,0
"15908 W State Rd 84, Sunrise, FL 33326, USA",39314,0
"3014 Michigan Ave, Kissimmee, FL 34744, USA",39318,0
"1768 Sea Lark Ln, Navarre, FL 32566, USA",39319,0
"3710 W Kennedy Blvd, Tampa, FL 33609, USA",39415,0
"7431 W Atlantic Ave #33, Delray Beach, FL 33446, USA",39386,0
"414 N Dixie Hwy, Lake Worth, FL 33460, USA",39510,0
"2500 Tamiami Trail N, Naples, FL 34103, USA",36424,0
"4801 N Federal Hwy #300, Fort Lauderdale, FL 33308, USA",39543,0
"4169 Lamson Ave, Spring Hill, FL 34608, USA",26393,0
"1131 NE 163rd St, North Miami Beach, FL 33162, USA",39135,0
"9521 Shellie Rd STE 15, Jacksonville, FL 32257, USA",39515,0
"105 E 13th St, St Cloud, FL 34769, USA",30356,0
"4037 Clark Rd, Sarasota, FL 34233, USA",39554,0
"1817 San Marco Rd, Marco Island, FL 34145, USA",39344,0
"481 Richard Jackson Blvd, Panama City Beach, FL 32407, USA",39622,0
"175 SW 7th St STE 1708, Miami, FL 33130, USA",39356,0
"101 1st Ave N, St. Petersburg, FL 33701, USA",39451,0
"494 W Hillsboro Blvd, Deerfield Beach, FL 33441, USA",35617,0
"210 Beech St, Fernandina Beach, FL 32034, USA",39388,0
"340 E New York Ave, DeLand, FL 32724, USA",39637,0
"103 N Meridian St, Tallahassee, FL 32301, USA",39331,0
"7224 W Colonial Dr, Orlando, FL 32818, USA",35884,0
"14352 N Dale Mabry Hwy, Tampa, FL 33618, USA",39761,0
"1365 Beville Rd, Daytona Beach, FL 32119, USA",39745,0
"6889 Eagle Watch Dr #225, Orlando, FL 32822, USA",39729,0
"818 Garden St, Titusville, FL 32796, USA",39707,0
"610 S Armenia Ave, Tampa, FL 33609, USA",39743,0
"1625 SE US Hwy 19, Crystal River, FL 34429, USA",39656,0
"1322 E Lumsden Rd, Brandon, FL 33511, USA",34863,0
"6679 Lake Worth Rd, Lake Worth, FL 33467, USA",39751,0
"4140 16th St N, St. Petersburg, FL 33703, USA",39623,0
"275 Babcock St, Melbourne, FL 32935, USA",39682,0
"10333 Seminole Blvd, Seminole, FL 33778, USA",33863,0
"903 25th Dr E, Ellenton, FL 34222, USA",39770,0
"4951 Tamiami Trail N, Naples, FL 34103, USA",36545,0
"1495 Legends Blvd, Davenport, FL 33896, USA",39562,0
"1500 Gateway Blvd, Boynton Beach, FL 33426, USA",39512,0
"5584 W Sample Rd, Coral Springs, FL 33067, USA",39709,0
"495 NE 4th St #9, Delray Beach, FL 33483, USA",39742,0
"840 SW 81st Ave, North Lauderdale, FL 33068, USA",39689,0
"9810 Baymeadows Rd #3, Jacksonville, FL 32256, USA",39735,0
"Naples, FL 34103, USA",5212,0
"120 International Pkwy #128, Heathrow, FL 32746, USA",5320,0
"115 Professional Dr #106, Ponte Vedra Beach, FL 32082, USA",5115,0
"7533 Ulmerton Rd, Largo, FL 33771, USA",737,0
"3292 Stirling Rd, Hollywood, FL 33021, USA",7890,0
"400 N Tampa St #610, Tampa, FL 33602, USA",7871,0
"480 S Hunt Club Blvd, Apopka, FL 32703, USA",633,0
"8911 Daniels Pkwy, Fort Myers, FL 33912, USA",13668,0
"13820 Old St Augustine Rd, Jacksonville, FL 32258, USA",15277,0
"504 Pasadena Ave S, St. Petersburg, FL 33707, USA",14928,0
"10464 Roosevelt Blvd N, St. Petersburg, FL 33716, USA",564,0
"3227 NW Federal Hwy, Stuart, FL 34994, USA",700,0
"6318 Rowan Rd, New Port Richey, FL 34653, USA",7942,0
"521 Lake Ave #1, Lake Worth, FL 33460, USA",5148,0
"4242 N Federal Hwy, Fort Lauderdale, FL 33308, USA",7881,0
"3613 US-231, Panama City, FL 32404, USA",904,0
"910 NE Eller St, Deerfield Beach, FL 33441, USA",850,0
"87 Harbor Dr, Key Biscayne, FL 33149, USA",7825,0
"734 W 49th St, Hialeah, FL 33012, USA",15258,0
"192 N Federal Hwy, Deerfield Beach, FL 33441, USA",12983,0
"9866 Baymeadows Rd, Jacksonville, FL 32256, USA",13832,0
"1123 NW 76th Blvd, Gainesville, FL 32606, USA",13430,0
"1518 N Donnelly St, Mt Dora, FL 32757, USA",3872,0
"15951 Captiva Dr, Captiva, FL 33924, USA",775,0
"105 S Osceola Ave, Inverness, FL 34452, USA",9841,0
"5915 Factory Shops Blvd, Ellenton, FL 34222, USA",14531,0
"5343 Gulf Dr, Holmes Beach, FL 34217, USA",10185,0
"12153 W Linebaugh Ave, Tampa, FL 33626, USA",10553,0
"4942 US-98, Santa Rosa Beach, FL 32459, USA",13276,0
"3105 Grand Ave, Miami, FL 33133, USA",15094,0
"770 Monroe Rd, Sanford, FL 32771, USA",9887,0
"10036 Cross Creek Blvd, Tampa, FL 33647, USA",11547,0
"1725 W Fletcher Ave, Tampa, FL 33612, USA",11603,0
"30602 US Hwy 19 N, Palm Harbor, FL 34684, USA",11052,0
"12783 Forest Hill Blvd, Wellington, FL 33414, USA",781,0
"8410 W Flagler St, Miami, FL 33144, USA",14078,0
"3009 Co Rd 540A, Lakeland, FL 33813, USA",15458,0
"3080 Bee Ridge Rd, Sarasota, FL 34239, USA",13046,0
"415 S Orlando Ave, Winter Park, FL 32789, USA",18,0
"10954 Sheldon Rd, Westchase, FL 33626, USA",14191,0
"19651 Bruce B Downs Blvd, Tampa, FL 33647, USA",11788,0
"2855 University Pkwy, Sarasota, FL 34243, USA",10935,0
"90 Spires Ln, Santa Rosa Beach, FL 32459, USA",14491,0
"16249 Biscayne Blvd, North Miami Beach, FL 33160, USA",19602,0
"10438 W Atlantic Blvd, Coral Springs, FL 33071, USA",19579,0
"211 Circle Park Dr, Sebring, FL 33870, USA",22002,0
"122 E Lakeview Ave, Lake Mary, FL 32746, USA",21477,0
"405 5th Ave, Indialantic, FL 32903, USA",4756,0
"9600 SW 8th St, Miami, FL 33174, USA",19769,0
"5135 N Florida Ave, Tampa, FL 33603, USA",14406,0
"4081 Tamiami Trail N, Naples, FL 34103, USA",21058,0
"16915 NW 67th Ave, Hialeah, FL 33015, USA",21580,0
"17073 Pines Blvd, Pembroke Pines, FL 33028, USA",21164,0
"1201 Arapaho Ave, St. Augustine, FL 32084, USA",19728,0
"732 N Thornton Ave, Orlando, FL 32803, USA",21377,0
"19501 Biscayne Blvd, Aventura, FL 33180, USA",20896,0
"1631 Dr M.L.K. Jr St N, St. Petersburg, FL 33704, USA",21744,0
"95750 Amelia Concourse, Fernandina Beach, FL 32034, USA",21493,0
"721 SE 17th St, Fort Lauderdale, FL 33316, USA",15646,0
"12801 W Sunrise Blvd, Sunrise, FL 33323, USA",21661,0
"3301 W Boynton Beach Blvd, Boynton Beach, FL 33436, USA",3475,0
"11681 Boyette Rd, Riverview, FL 33569, USA",21226,0
"9469 W Atlantic Blvd, Coral Springs, FL 33071, USA",19104,0
"3601 W Commercial Blvd, Fort Lauderdale, FL 33309, USA",20661,0
"13161 McGregor Blvd, Fort Myers, FL 33919, USA",9063,0
"117 Barlow Ave, Cocoa Beach, FL 32931, USA",20656,0
"501 Mirasol Cir, Celebration, FL 34747, USA",8971,0
"1897 Palm Beach Lakes Blvd, West Palm Beach, FL 33409, USA",19171,0
"917 E Silver Springs Blvd, Ocala, FL 34470, USA",11784,0
"2275 S Federal Hwy, Delray Beach, FL 33483, USA",19604,0
"1 Grand Cypress Blvd, Orlando, FL 32836, USA",19079,0
"2607 NW 20th St, Miami, FL 33142, USA",27920,0
"2400 S Ridgewood Ave, South Daytona, FL 32119, USA",26475,0
"145 Madeira Ave, Coral Gables, FL 33134, USA",28118,0
"3627 W Azeele St, Tampa, FL 33609, USA",19843,0
"2827 Alt US Hwy 27 S, Sebring, FL 33870, USA",10900,0
"7754 SW 88th St, Kendall, FL 33156, USA",29445,0
"770 4th Ave S, St. Petersburg, FL 33701, USA",31320,0
"500 W Granada Blvd, Ormond Beach, FL 32174, USA",19740,0
"1504 E Bearss Ave, Lutz, FL 33549, USA",29664,0
"9259-9469 Sheridan St, Hollywood, FL 33024, USA",14713,0
"349 Miracle Mile, Coral Gables, FL 33134, USA",30058,0
"199 N State Rd 7, Plantation, FL 33317, USA",12336,0
"501 S Goldenrod Rd, Orlando, FL 32822, USA",12233,0
"258 S Tamiami Trail, Venice, FL 34285, USA",27485,0
